Date,Vteam,VPTS,Hteam,HPTS
2015-11-25 07:00:00,New York Knicks,91,Orlando Magic,100
2015-11-25 07:00:00,Washington Wizards,87,Charlotte Hornets,101
2015-11-25 07:30:00,Philadelphia 76ers,80,Boston Celtics,84
2015-11-25 07:30:00,Miami Heat,81,Detroit Pistons,104
2015-11-25 07:30:00,Cleveland Cavaliers,99,Toronto Raptors,103
2015-11-25 08:00:00,Atlanta Hawks,95,Minnesota Timberwolves,99
2015-11-25 08:00:00,Brooklyn Nets,99,Oklahoma City Thunder,110
2015-11-25 08:00:00,Memphis Grizzlies,102,Houston Rockets,93
2015-11-25 08:00:00,Sacramento Kings,129,Milwaukee Bucks,118
2015-11-25 08:30:00,Dallas Mavericks,83,San Antonio Spurs,88
2015-11-25 09:00:00,New Orleans Pelicans,120,Phoenix Suns,114
2015-11-25 10:30:00,Utah Jazz,102,Los Angeles Clippers,91
2015-11-27 07:00:00,Milwaukee Bucks,90,Orlando Magic,114
2015-11-27 07:00:00,Cleveland Cavaliers,95,Charlotte Hornets,90
2015-11-27 07:30:00,Washington Wizards,78,Boston Celtics,111
2015-11-27 07:30:00,Miami Heat,97,New York Knicks,78
2015-11-27 08:00:00,Detroit Pistons,87,Oklahoma City Thunder,103
2015-11-27 08:00:00,Atlanta Hawks,116,Memphis Grizzlies,101
2015-11-27 08:00:00,Chicago Bulls,92,Indiana Pacers,104
2015-11-27 08:00:00,Philadelphia 76ers,114,Houston Rockets,116
2015-11-27 09:00:00,San Antonio Spurs,91,Denver Nuggets,80
2015-11-27 09:30:00,Golden State Warriors,135,Phoenix Suns,116
2015-11-27 10:00:00,Minnesota Timberwolves,101,Sacramento Kings,91
2015-11-27 10:30:00,New Orleans Pelicans,90,Los Angeles Clippers,111
2015-11-28 07:00:00,Toronto Raptors,84,Washington Wizards,82
2015-11-28 07:30:00,Brooklyn Nets,88,Cleveland Cavaliers,90
2015-11-28 08:30:00,Atlanta Hawks,88,San Antonio Spurs,108
2015-11-28 08:30:00,Denver Nuggets,81,Dallas Mavericks,92
2015-11-28 09:00:00,New Orleans Pelicans,87,Utah Jazz,101
2015-11-28 10:00:00,Los Angeles Lakers,96,Portland Trail Blazers,108
2015-11-28 10:30:00,Sacramento Kings,101,Golden State Warriors,120
2015-11-29 02:00:00,Milwaukee Bucks,82,Charlotte Hornets,87
2015-11-29 03:30:00,Minnesota Timberwolves,99,Los Angeles Clippers,107
2015-11-29 06:00:00,Phoenix Suns,107,Toronto Raptors,102
2015-11-29 06:00:00,Philadelphia 76ers,84,Memphis Grizzlies,92
2015-11-29 06:00:00,Boston Celtics,91,Orlando Magic,110
2015-11-29 06:00:00,Detroit Pistons,83,Brooklyn Nets,87
2015-11-29 07:30:00,Houston Rockets,116,New York Knicks,111
2015-11-29 09:30:00,Indiana Pacers,107,Los Angeles Lakers,103
2015-11-30 07:30:00,Houston Rockets,105,Detroit Pistons,116
2015-11-30 07:30:00,Boston Celtics,105,Miami Heat,95
2015-11-30 08:00:00,Oklahoma City Thunder,100,Atlanta Hawks,106
2015-11-30 08:00:00,San Antonio Spurs,89,Chicago Bulls,92
2015-11-30 08:00:00,Denver Nuggets,74,Milwaukee Bucks,92
2015-11-30 09:00:00,Golden State Warriors,106,Utah Jazz,103
2015-11-30 10:00:00,Dallas Mavericks,98,Sacramento Kings,112
2015-11-30 10:30:00,Portland Trail Blazers,87,Los Angeles Clippers,102
2015-12-01 07:00:00,Los Angeles Lakers,91,Philadelphia 76ers,103
2015-12-01 07:00:00,Washington Wizards,97,Cleveland Cavaliers,85
2015-12-01 07:30:00,Phoenix Suns,91,Brooklyn Nets,94
2015-12-01 08:00:00,Orlando Magic,96,Minnesota Timberwolves,93
2015-12-01 08:00:00,Memphis Grizzlies,113,New Orleans Pelicans,104
2015-12-01 10:00:00,Dallas Mavericks,115,Portland Trail Blazers,112
2015-12-02 07:00:00,Los Angeles Lakers,108,Washington Wizards,104
2015-12-02 07:00:00,Golden State Warriors,116,Charlotte Hornets,99
2015-12-02 07:30:00,Phoenix Suns,122,Detroit Pistons,127
2015-12-02 07:30:00,Philadelphia 76ers,87,New York Knicks,99
2015-12-02 08:00:00,New Orleans Pelicans,101,Houston Rockets,108
2015-12-02 08:00:00,Toronto Raptors,96,Atlanta Hawks,86
2015-12-02 08:00:00,Denver Nuggets,90,Chicago Bulls,99
2015-12-02 08:30:00,Milwaukee Bucks,70,San Antonio Spurs,95
2015-12-02 10:30:00,Indiana Pacers,103,Los Angeles Clippers,91
2015-12-03 07:00:00,Oklahoma City Thunder,95,Miami Heat,97
2015-12-03 07:30:00,Denver Nuggets,106,Toronto Raptors,105
2015-12-03 09:00:00,Orlando Magic,103,Utah Jazz,94
2015-12-03 09:30:00,San Antonio Spurs,103,Memphis Grizzlies,83
2015-12-03 10:00:00,Indiana Pacers,111,Portland Trail Blazers,123
2015-12-03 10:00:00,Boston Celtics,114,Sacramento Kings,97
2015-12-04 07:00:00,Brooklyn Nets,91,New York Knicks,108
2015-12-04 07:00:00,Phoenix Suns,106,Washington Wizards,109
2015-12-04 07:30:00,Milwaukee Bucks,95,Detroit Pistons,102
2015-12-04 08:00:00,Los Angeles Lakers,87,Atlanta Hawks,100
2015-12-04 08:30:00,Houston Rockets,100,Dallas Mavericks,96
2015-12-04 09:30:00,Cleveland Cavaliers,108,New Orleans Pelicans,114
2015-12-05 01:00:00,Denver Nuggets,108,Philadelphia 76ers,105
2015-12-05 05:00:00,Golden State Warriors,112,Toronto Raptors,109
2015-12-05 08:00:00,Cleveland Cavaliers,84,Miami Heat,99
2015-12-05 08:00:00,Portland Trail Blazers,109,Minnesota Timberwolves,103
2015-12-05 08:00:00,Charlotte Hornets,102,Chicago Bulls,96
2015-12-05 08:00:00,Sacramento Kings,113,Houston Rockets,120
2015-12-05 08:30:00,New York Knicks,91,Milwaukee Bucks,106
2015-12-05 08:30:00,Boston Celtics,105,San Antonio Spurs,108
2015-12-05 09:00:00,Indiana Pacers,119,Utah Jazz,122
2015-12-05 10:30:00,Orlando Magic,101,Los Angeles Clippers,103
2015-12-06 03:30:00,Phoenix Suns,93,Memphis Grizzlies,95
2015-12-06 06:00:00,Dallas Mavericks,116,Washington Wizards,104
2015-12-06 06:00:00,Golden State Warriors,114,Brooklyn Nets,98
2015-12-06 06:00:00,Los Angeles Lakers,91,Detroit Pistons,111
2015-12-06 07:00:00,Sacramento Kings,95,Oklahoma City Thunder,98
2015-12-07 07:00:00,San Antonio Spurs,119,Philadelphia 76ers,68
2015-12-07 07:00:00,Detroit Pistons,84,Charlotte Hornets,104
2015-12-07 07:30:00,Los Angeles Lakers,93,Toronto Raptors,102
2015-12-07 07:30:00,Dallas Mavericks,104,New York Knicks,97
2015-12-07 07:30:00,Washington Wizards,114,Miami Heat,103
2015-12-07 08:00:00,Boston Celtics,111,New Orleans Pelicans,93
2015-12-07 08:00:00,Portland Trail Blazers,88,Milwaukee Bucks,90
2015-12-07 08:00:00,Phoenix Suns,103,Chicago Bulls,101
2015-12-07 08:00:00,Los Angeles Clippers,110,Minnesota Timberwolves,106
2015-12-08 07:00:00,Portland Trail Blazers,100,Cleveland Cavaliers,105
2015-12-08 07:00:00,Golden State Warriors,131,Indiana Pacers,123
2015-12-08 07:30:00,Houston Rockets,105,Brooklyn Nets,110
2015-12-08 08:00:00,Oklahoma City Thunder,125,Memphis Grizzlies,88
2015-12-08 09:00:00,Orlando Magic,85,Denver Nuggets,74
2015-12-08 10:00:00,Utah Jazz,106,Sacramento Kings,114
2015-12-09 07:00:00,Chicago Bulls,100,Boston Celtics,105
2015-12-09 07:00:00,Miami Heat,81,Charlotte Hornets,99
2015-12-09 07:00:00,Houston Rockets,109,Washington Wizards,103
2015-12-09 07:30:00,Memphis Grizzlies,93,Detroit Pistons,92
2015-12-09 07:30:00,San Antonio Spurs,94,Toronto Raptors,97
2015-12-09 08:00:00,Los Angeles Lakers,122,Minnesota Timberwolves,123
2015-12-09 08:00:00,Los Angeles Clippers,109,Milwaukee Bucks,95
2015-12-09 09:00:00,New York Knicks,85,Utah Jazz,106
2015-12-09 09:00:00,Orlando Magic,104,Phoenix Suns,107
2015-12-09 09:30:00,Atlanta Hawks,98,Dallas Mavericks,95
2015-12-10 07:30:00,Philadelphia 76ers,91,Brooklyn Nets,100
2015-12-10 08:00:00,Los Angeles Clippers,80,Chicago Bulls,83
2015-12-10 08:00:00,Atlanta Hawks,94,Oklahoma City Thunder,107
2015-12-10 10:30:00,New York Knicks,97,Sacramento Kings,99
2015-12-11 07:00:00,Detroit Pistons,107,Philadelphia 76ers,95
2015-12-11 07:00:00,Cleveland Cavaliers,111,Orlando Magic,76
2015-12-11 07:00:00,Miami Heat,83,Indiana Pacers,96
2015-12-11 07:30:00,Milwaukee Bucks,83,Toronto Raptors,90
2015-12-11 07:30:00,Golden State Warriors,124,Boston Celtics,119
2015-12-11 08:00:00,Washington Wizards,105,New Orleans Pelicans,107
2015-12-11 08:00:00,Charlotte Hornets,123,Memphis Grizzlies,99
2015-12-11 09:00:00,Minnesota Timberwolves,108,Denver Nuggets,111
2015-12-11 09:00:00,Oklahoma City Thunder,94,Utah Jazz,90
2015-12-11 09:30:00,Portland Trail Blazers,106,Phoenix Suns,96
2015-12-11 09:30:00,Los Angeles Lakers,87,San Antonio Spurs,109
2015-12-12 05:00:00,Los Angeles Clippers,105,Brooklyn Nets,100
2015-12-12 07:00:00,Boston Celtics,98,Charlotte Hornets,93
2015-12-12 07:30:00,Indiana Pacers,96,Detroit Pistons,118
2015-12-12 08:00:00,New Orleans Pelicans,94,Chicago Bulls,98
2015-12-12 08:00:00,Los Angeles Lakers,97,Houston Rockets,126
2015-12-12 08:00:00,San Antonio Spurs,103,Atlanta Hawks,78
2015-12-12 08:30:00,Washington Wizards,114,Dallas Mavericks,111
2015-12-12 08:30:00,Golden State Warriors,95,Milwaukee Bucks,108
2015-12-12 10:00:00,New York Knicks,112,Portland Trail Blazers,110
2015-12-13 03:30:00,Minnesota Timberwolves,101,Phoenix Suns,108
2015-12-13 06:00:00,Philadelphia 76ers,76,Toronto Raptors,96
2015-12-13 06:00:00,Memphis Grizzlies,97,Miami Heat,100
2015-12-13 07:00:00,Utah Jazz,98,Oklahoma City Thunder,104
2015-12-14 07:00:00,Toronto Raptors,90,Indiana Pacers,106
2015-12-14 07:30:00,Los Angeles Clippers,105,Detroit Pistons,103
2015-12-14 07:30:00,Orlando Magic,105,Brooklyn Nets,82
2015-12-14 08:00:00,Philadelphia 76ers,96,Chicago Bulls,115
2015-12-14 08:00:00,Miami Heat,100,Atlanta Hawks,88
2015-12-14 08:00:00,Washington Wizards,95,Memphis Grizzlies,112
2015-12-14 08:30:00,Utah Jazz,81,San Antonio Spurs,118
2015-12-14 08:30:00,Phoenix Suns,94,Dallas Mavericks,104
2015-12-14 09:00:00,Houston Rockets,108,Denver Nuggets,114
2015-12-14 10:00:00,New Orleans Pelicans,101,Portland Trail Blazers,105
2015-12-15 07:30:00,Cleveland Cavaliers,89,Boston Celtics,77
2015-12-15 08:00:00,Denver Nuggets,112,Minnesota Timberwolves,100
2015-12-15 10:00:00,Houston Rockets,97,Sacramento Kings,107
2015-12-15 10:30:00,Milwaukee Bucks,95,Los Angeles Lakers,113
2015-12-16 07:00:00,Charlotte Hornets,98,Orlando Magic,113
2015-12-16 07:00:00,Dallas Mavericks,81,Indiana Pacers,107
2015-12-16 07:30:00,Miami Heat,104,Brooklyn Nets,98
2015-12-16 07:30:00,Boston Celtics,116,Detroit Pistons,119
2015-12-16 07:30:00,Minnesota Timberwolves,102,New York Knicks,107
2015-12-16 08:00:00,Portland Trail Blazers,90,Oklahoma City Thunder,106
2015-12-16 08:00:00,Memphis Grizzlies,85,Chicago Bulls,98
2015-12-16 08:00:00,Philadelphia 76ers,106,Atlanta Hawks,127
2015-12-16 08:30:00,Washington Wizards,95,San Antonio Spurs,114
2015-12-16 09:00:00,New Orleans Pelicans,104,Utah Jazz,94
2015-12-16 10:30:00,Phoenix Suns,103,Golden State Warriors,128
2015-12-16 10:30:00,Milwaukee Bucks,90,Los Angeles Clippers,103
2015-12-17 07:00:00,Toronto Raptors,99,Charlotte Hornets,109
2015-12-17 08:00:00,Oklahoma City Thunder,100,Cleveland Cavaliers,104
