Date,Vteam,VPTS,Hteam,HPTS
2016-12-10 07:00:00,Milwaukee Bucks,105.0,Washington Wizards,110.0
2016-12-10 07:00:00,Denver Nuggets,121.0,Orlando Magic,113.0
2016-12-10 07:00:00,Portland Trail Blazers,111.0,Indiana Pacers,118.0
2016-12-10 07:30:00,Charlotte Hornets,105.0,Cleveland Cavaliers,116.0
2016-12-10 08:00:00,Golden State Warriors,89.0,Memphis Grizzlies,110.0
2016-12-10 08:00:00,Miami Heat,100.0,Chicago Bulls,105.0
2016-12-10 08:00:00,Dallas Mavericks,87.0,Houston Rockets,109.0
2016-12-10 08:30:00,Brooklyn Nets,101.0,San Antonio Spurs,130.0
2016-12-10 09:00:00,Sacramento Kings,84.0,Utah Jazz,104.0
2016-12-10 10:30:00,New Orleans Pelicans,105.0,Los Angeles Clippers,133.0
2016-12-11 06:00:00,Philadelphia 76ers,97.0,Detroit Pistons,79.0
2016-12-11 07:00:00,Golden State Warriors,116.0,Minnesota Timberwolves,108.0
2016-12-11 07:00:00,Boston Celtics,96.0,Oklahoma City Thunder,99.0
2016-12-11 08:30:00,New Orleans Pelicans,120.0,Phoenix Suns,119.0
2016-12-11 09:30:00,New York Knicks,118.0,Los Angeles Lakers,112.0
2016-12-12 07:00:00,Charlotte Hornets,94.0,Indiana Pacers,110.0
2016-12-12 07:30:00,Milwaukee Bucks,100.0,Toronto Raptors,122.0
2016-12-12 07:30:00,Washington Wizards,101.0,Miami Heat,112.0
2016-12-12 08:00:00,Brooklyn Nets,118.0,Houston Rockets,122.0
2016-12-12 08:30:00,Denver Nuggets,92.0,Dallas Mavericks,112.0
2016-12-12 10:30:00,Los Angeles Lakers,92.0,Sacramento Kings,116.0
2016-12-12 10:30:00,Portland Trail Blazers,120.0,Los Angeles Clippers,121.0
2016-12-13 07:00:00,Memphis Grizzlies,86.0,Cleveland Cavaliers,103.0
2016-12-13 07:30:00,Orlando Magic,131.0,Atlanta Hawks,120.0
2016-12-13 08:00:00,Minnesota Timberwolves,99.0,Chicago Bulls,94.0
2016-12-13 08:00:00,Golden State Warriors,113.0,New Orleans Pelicans,109.0
2016-12-13 09:00:00,New York Knicks,111.0,Phoenix Suns,113.0
2016-12-13 10:30:00,Oklahoma City Thunder,95.0,Portland Trail Blazers,114.0
2016-12-14 07:00:00,Toronto Raptors,123.0,Philadelphia 76ers,114.0
2016-12-14 07:00:00,Los Angeles Clippers,113.0,Orlando Magic,108.0
2016-12-14 07:00:00,Indiana Pacers,89.0,Miami Heat,95.0
2016-12-14 07:00:00,Charlotte Hornets,106.0,Washington Wizards,109.0
2016-12-14 07:30:00,Los Angeles Lakers,97.0,Brooklyn Nets,107.0
2016-12-14 08:00:00,Sacramento Kings,98.0,Houston Rockets,132.0
2016-12-14 08:00:00,Cleveland Cavaliers,85.0,Memphis Grizzlies,93.0
2016-12-14 08:30:00,Detroit Pistons,95.0,Dallas Mavericks,85.0
2016-12-14 09:00:00,Oklahoma City Thunder,89.0,Utah Jazz,109.0
2016-12-14 09:30:00,Boston Celtics,101.0,San Antonio Spurs,108.0
2016-12-15 08:00:00,Indiana Pacers,95.0,New Orleans Pelicans,102.0
2016-12-15 08:00:00,Chicago Bulls,97.0,Milwaukee Bucks,108.0
2016-12-15 09:00:00,San Antonio Spurs,107.0,Phoenix Suns,92.0
2016-12-15 09:00:00,Portland Trail Blazers,120.0,Denver Nuggets,132.0
2016-12-15 10:30:00,New York Knicks,90.0,Golden State Warriors,103.0
2016-12-16 07:00:00,Detroit Pistons,108.0,Washington Wizards,122.0
2016-12-16 07:00:00,Brooklyn Nets,111.0,Orlando Magic,118.0
2016-12-16 07:30:00,Atlanta Hawks,125.0,Toronto Raptors,121.0
2016-12-16 07:30:00,Charlotte Hornets,88.0,Boston Celtics,96.0
2016-12-16 08:00:00,Los Angeles Clippers,102.0,Miami Heat,98.0
2016-12-16 08:00:00,New Orleans Pelicans,100.0,Houston Rockets,122.0
2016-12-16 08:00:00,Los Angeles Lakers,100.0,Philadelphia 76ers,89.0
2016-12-16 08:00:00,Milwaukee Bucks,95.0,Chicago Bulls,69.0
2016-12-16 08:00:00,Sacramento Kings,96.0,Memphis Grizzlies,92.0
2016-12-16 10:30:00,Dallas Mavericks,100.0,Utah Jazz,103.0
2016-12-17 05:00:00,Phoenix Suns,101.0,Oklahoma City Thunder,114.0
2016-12-17 07:00:00,Indiana Pacers,105.0,Detroit Pistons,90.0
2016-12-17 07:30:00,Charlotte Hornets,107.0,Atlanta Hawks,99.0
2016-12-17 07:30:00,Los Angeles Lakers,108.0,Cleveland Cavaliers,119.0
2016-12-17 08:00:00,Houston Rockets,111.0,Minnesota Timberwolves,109.0
2016-12-17 09:00:00,New York Knicks,114.0,Denver Nuggets,127.0
2016-12-17 10:30:00,Portland Trail Blazers,90.0,Golden State Warriors,135.0
2016-12-18 03:30:00,Los Angeles Clippers,110.0,Washington Wizards,117.0
2016-12-18 04:00:00,Sacramento Kings,79.0,Dallas Mavericks,99.0
2016-12-18 06:00:00,Brooklyn Nets,107.0,Philadelphia 76ers,108.0
2016-12-18 06:00:00,Toronto Raptors,109.0,Orlando Magic,79.0
2016-12-18 06:00:00,Boston Celtics,105.0,Miami Heat,95.0
2016-12-18 06:00:00,Utah Jazz,82.0,Memphis Grizzlies,73.0
2016-12-18 07:00:00,New Orleans Pelicans,100.0,San Antonio Spurs,113.0
2016-12-19 07:00:00,Washington Wizards,105.0,Indiana Pacers,107.0
2016-12-19 08:00:00,Detroit Pistons,82.0,Chicago Bulls,113.0
2016-12-19 08:00:00,Phoenix Suns,108.0,Minnesota Timberwolves,115.0
2016-12-19 08:00:00,Atlanta Hawks,110.0,Oklahoma City Thunder,108.0
2016-12-19 09:00:00,Dallas Mavericks,107.0,Denver Nuggets,117.0
2016-12-20 07:00:00,Los Angeles Lakers,113.0,Charlotte Hornets,117.0
2016-12-20 07:00:00,New Orleans Pelicans,108.0,Philadelphia 76ers,93.0
2016-12-20 07:30:00,Brooklyn Nets,104.0,Toronto Raptors,116.0
2016-12-20 07:30:00,Orlando Magic,136.0,Miami Heat,130.0
2016-12-20 07:30:00,Indiana Pacers,111.0,New York Knicks,118.0
2016-12-20 08:00:00,San Antonio Spurs,102.0,Houston Rockets,100.0
2016-12-20 08:00:00,Boston Celtics,112.0,Memphis Grizzlies,109.0
2016-12-20 08:00:00,Cleveland Cavaliers,114.0,Milwaukee Bucks,108.0
2016-12-20 10:30:00,Portland Trail Blazers,121.0,Sacramento Kings,126.0
2016-12-20 10:30:00,Utah Jazz,74.0,Golden State Warriors,104.0
2016-12-20 10:30:00,Denver Nuggets,102.0,Los Angeles Clippers,119.0
2016-12-21 07:00:00,Milwaukee Bucks,102.0,Cleveland Cavaliers,113.0
2016-12-21 07:30:00,Minnesota Timberwolves,92.0,Atlanta Hawks,84.0
2016-12-21 07:30:00,Memphis Grizzlies,98.0,Detroit Pistons,86.0
2016-12-21 08:00:00,Washington Wizards,107.0,Chicago Bulls,97.0
2016-12-21 08:00:00,Oklahoma City Thunder,121.0,New Orleans Pelicans,110.0
2016-12-21 09:00:00,Houston Rockets,125.0,Phoenix Suns,111.0
2016-12-21 09:00:00,Sacramento Kings,94.0,Utah Jazz,93.0
2016-12-21 10:00:00,Dallas Mavericks,96.0,Portland Trail Blazers,95.0
2016-12-22 07:00:00,Boston Celtics,109.0,Indiana Pacers,102.0
2016-12-22 07:30:00,Golden State Warriors,117.0,Brooklyn Nets,101.0
2016-12-22 07:30:00,Orlando Magic,95.0,New York Knicks,106.0
2016-12-22 08:00:00,Los Angeles Lakers,107.0,Miami Heat,115.0
2016-12-22 10:30:00,San Antonio Spurs,101.0,Los Angeles Clippers,106.0
2016-12-23 07:00:00,Chicago Bulls,91.0,Charlotte Hornets,103.0
2016-12-23 07:00:00,Los Angeles Lakers,90.0,Orlando Magic,109.0
2016-12-23 07:30:00,Golden State Warriors,119.0,Detroit Pistons,113.0
2016-12-23 07:30:00,Brooklyn Nets,99.0,Cleveland Cavaliers,119.0
2016-12-23 07:30:00,Oklahoma City Thunder,117.0,Boston Celtics,112.0
2016-12-23 08:00:00,Houston Rockets,109.0,Memphis Grizzlies,115.0
2016-12-23 08:00:00,Washington Wizards,96.0,Milwaukee Bucks,123.0
2016-12-23 08:00:00,Sacramento Kings,109.0,Minnesota Timberwolves,105.0
2016-12-23 08:00:00,Miami Heat,87.0,New Orleans Pelicans,91.0
2016-12-23 09:00:00,Toronto Raptors,104.0,Utah Jazz,98.0
2016-12-23 09:00:00,Atlanta Hawks,109.0,Denver Nuggets,108.0
2016-12-23 09:00:00,Philadelphia 76ers,116.0,Phoenix Suns,123.0
2016-12-23 10:00:00,San Antonio Spurs,110.0,Portland Trail Blazers,90.0
2016-12-23 10:30:00,Dallas Mavericks,90.0,Los Angeles Clippers,88.0
2016-12-25 00:00:00,Boston Celtics,119.0,New York Knicks,114.0
2016-12-25 02:30:00,Golden State Warriors,108.0,Cleveland Cavaliers,109.0
2016-12-25 05:00:00,Chicago Bulls,100.0,San Antonio Spurs,119.0
2016-12-25 08:00:00,Minnesota Timberwolves,100.0,Oklahoma City Thunder,112.0
2016-12-25 10:30:00,Los Angeles Clippers,102.0,Los Angeles Lakers,111.0
2016-12-26 07:00:00,Memphis Grizzlies,102.0,Orlando Magic,112.0
2016-12-26 07:00:00,Milwaukee Bucks,102.0,Washington Wizards,107.0
2016-12-26 07:30:00,Cleveland Cavaliers,90.0,Detroit Pistons,106.0
2016-12-26 07:30:00,Charlotte Hornets,118.0,Brooklyn Nets,120.0
2016-12-26 08:00:00,Dallas Mavericks,104.0,New Orleans Pelicans,111.0
2016-12-26 08:00:00,Phoenix Suns,115.0,Houston Rockets,131.0
2016-12-26 08:00:00,Atlanta Hawks,90.0,Minnesota Timberwolves,104.0
2016-12-26 08:00:00,Indiana Pacers,85.0,Chicago Bulls,90.0
2016-12-26 10:00:00,Toronto Raptors,95.0,Portland Trail Blazers,91.0
2016-12-26 10:30:00,Denver Nuggets,106.0,Los Angeles Clippers,102.0
2016-12-26 10:30:00,Philadelphia 76ers,100.0,Sacramento Kings,102.0
2016-12-27 07:30:00,Memphis Grizzlies,103.0,Boston Celtics,113.0
2016-12-27 07:30:00,Oklahoma City Thunder,106.0,Miami Heat,94.0
2016-12-27 08:30:00,Houston Rockets,123.0,Dallas Mavericks,107.0
2016-12-27 10:30:00,Utah Jazz,102.0,Los Angeles Lakers,100.0
2016-12-28 07:00:00,Indiana Pacers,105.0,Washington Wizards,111.0
2016-12-28 07:00:00,Charlotte Hornets,120.0,Orlando Magic,101.0
2016-12-28 07:30:00,New York Knicks,98.0,Atlanta Hawks,102.0
2016-12-28 07:30:00,Milwaukee Bucks,119.0,Detroit Pistons,94.0
2016-12-28 08:00:00,Brooklyn Nets,99.0,Chicago Bulls,101.0
2016-12-28 08:00:00,Los Angeles Clippers,98.0,New Orleans Pelicans,102.0
2016-12-28 08:30:00,Phoenix Suns,98.0,San Antonio Spurs,119.0
2016-12-28 09:00:00,Minnesota Timberwolves,103.0,Denver Nuggets,105.0
2016-12-28 10:00:00,Sacramento Kings,89.0,Portland Trail Blazers,102.0
2016-12-28 10:30:00,Toronto Raptors,111.0,Golden State Warriors,121.0
2016-12-29 07:00:00,Miami Heat,82.0,Charlotte Hornets,91.0
2016-12-29 08:00:00,Boston Celtics,118.0,Cleveland Cavaliers,124.0
2016-12-29 08:00:00,Oklahoma City Thunder,80.0,Memphis Grizzlies,114.0
2016-12-29 09:00:00,Philadelphia 76ers,83.0,Utah Jazz,100.0
2016-12-29 09:00:00,Toronto Raptors,91.0,Phoenix Suns,99.0
2016-12-29 10:30:00,Dallas Mavericks,101.0,Los Angeles Lakers,89.0
2016-12-30 04:00:00,Chicago Bulls,101.0,Indiana Pacers,111.0
2016-12-30 07:00:00,Brooklyn Nets,95.0,Washington Wizards,118.0
2016-12-30 07:30:00,Miami Heat,114.0,Boston Celtics,117.0
2016-12-30 08:00:00,Detroit Pistons,98.0,Atlanta Hawks,105.0
2016-12-30 08:00:00,Los Angeles Clippers,116.0,Houston Rockets,140.0
2016-12-30 08:00:00,Milwaukee Bucks,99.0,Minnesota Timberwolves,116.0
2016-12-30 08:00:00,New York Knicks,92.0,New Orleans Pelicans,104.0
2016-12-30 08:30:00,Portland Trail Blazers,94.0,San Antonio Spurs,110.0
2016-12-30 09:00:00,Philadelphia 76ers,124.0,Denver Nuggets,122.0
2016-12-30 10:30:00,Dallas Mavericks,99.0,Golden State Warriors,108.0
2016-12-31 05:00:00,Memphis Grizzlies,112.0,Sacramento Kings,98.0
2016-12-31 07:00:00,Milwaukee Bucks,116.0,Chicago Bulls,96.0
2016-12-31 07:00:00,Cleveland Cavaliers,121.0,Charlotte Hornets,109.0
2016-12-31 08:00:00,Phoenix Suns,86.0,Utah Jazz,91.0
2016-12-31 08:00:00,Los Angeles Clippers,88.0,Oklahoma City Thunder,114.0
2016-12-31 08:00:00,New York Knicks,122.0,Houston Rockets,129.0
2017-01-01 06:00:00,San Antonio Spurs,112.0,Atlanta Hawks,114.0
2017-01-01 06:00:00,Orlando Magic,104.0,Indiana Pacers,117.0
2017-01-01 06:00:00,Detroit Pistons,107.0,Miami Heat,98.0
2017-01-01 07:00:00,Portland Trail Blazers,95.0,Minnesota Timberwolves,89.0
2017-01-01 09:30:00,Toronto Raptors,123.0,Los Angeles Lakers,114.0
2017-01-02 07:00:00,New Orleans Pelicans,82.0,Cleveland Cavaliers,90.0
2017-01-02 07:00:00,Oklahoma City Thunder,94.0,Milwaukee Bucks,98.0
2017-01-02 07:30:00,Utah Jazz,101.0,Brooklyn Nets,89.0
2017-01-02 07:30:00,Orlando Magic,115.0,New York Knicks,103.0
2017-01-02 08:00:00,Charlotte Hornets,111.0,Chicago Bulls,118.0
2017-01-02 08:00:00,Washington Wizards,91.0,Houston Rockets,101.0
2017-01-02 10:30:00,Denver Nuggets,119.0,Golden State Warriors,127.0
2017-01-02 10:30:00,Phoenix Suns,98.0,Los Angeles Clippers,109.0
2017-01-03 07:00:00,Minnesota Timberwolves,91.0,Philadelphia 76ers,93.0
2017-01-03 07:30:00,Indiana Pacers,121.0,Detroit Pistons,116.0
2017-01-03 07:30:00,Utah Jazz,104.0,Boston Celtics,115.0
2017-01-03 08:30:00,Washington Wizards,105.0,Dallas Mavericks,113.0
2017-01-03 08:30:00,Toronto Raptors,82.0,San Antonio Spurs,110.0
2017-01-03 09:00:00,Miami Heat,90.0,Phoenix Suns,99.0
2017-01-03 09:00:00,Sacramento Kings,120.0,Denver Nuggets,113.0
2017-01-03 10:30:00,Memphis Grizzlies,102.0,Los Angeles Lakers,116.0
2017-01-04 07:00:00,Oklahoma City Thunder,112.0,Charlotte Hornets,123.0
2017-01-04 07:00:00,Atlanta Hawks,111.0,Orlando Magic,92.0
2017-01-04 07:30:00,Milwaukee Bucks,105.0,New York Knicks,104.0
2017-01-04 08:00:00,Chicago Bulls,106.0,Cleveland Cavaliers,94.0
2017-01-04 10:30:00,Miami Heat,107.0,Sacramento Kings,102.0
2017-01-04 10:30:00,Portland Trail Blazers,117.0,Golden State Warriors,125.0
2017-01-04 10:30:00,Memphis Grizzlies,106.0,Los Angeles Clippers,115.0
2017-01-05 07:00:00,Brooklyn Nets,109.0,Indiana Pacers,121.0
2017-01-05 07:30:00,Charlotte Hornets,114.0,Detroit Pistons,115.0
2017-01-05 07:30:00,Utah Jazz,93.0,Toronto Raptors,101.0
2017-01-05 08:00:00,Atlanta Hawks,99.0,New Orleans Pelicans,94.0
2017-01-05 08:00:00,Oklahoma City Thunder,116.0,Houston Rockets,118.0
2017-01-05 08:30:00,Phoenix Suns,102.0,Dallas Mavericks,95.0
2017-01-05 09:00:00,San Antonio Spurs,127.0,Denver Nuggets,99.0
2017-01-05 10:30:00,Los Angeles Lakers,109.0,Portland Trail Blazers,118.0
2017-01-06 07:00:00,Houston Rockets,100.0,Orlando Magic,93.0
2017-01-06 07:00:00,Minnesota Timberwolves,105.0,Washington Wizards,112.0
2017-01-06 07:30:00,Philadelphia 76ers,106.0,Boston Celtics,110.0
2017-01-06 07:30:00,Cleveland Cavaliers,116.0,Brooklyn Nets,108.0
2017-01-06 08:00:00,New York Knicks,116.0,Milwaukee Bucks,111.0
2017-01-06 10:30:00,Memphis Grizzlies,128.0,Golden State Warriors,119.0
2017-01-06 10:30:00,Miami Heat,100.0,Los Angeles Lakers,127.0
2017-01-06 10:30:00,Los Angeles Clippers,106.0,Sacramento Kings,98.0
2017-01-07 07:00:00,New York Knicks,109.0,Indiana Pacers,123.0
2017-01-07 07:30:00,New Orleans Pelicans,108.0,Boston Celtics,117.0
2017-01-07 08:00:00,Denver Nuggets,106.0,Oklahoma City Thunder,121.0
2017-01-07 08:00:00,Toronto Raptors,118.0,Chicago Bulls,123.0
2017-01-07 08:00:00,Utah Jazz,94.0,Minnesota Timberwolves,92.0
2017-01-07 08:30:00,Charlotte Hornets,85.0,San Antonio Spurs,102.0
2017-01-07 08:30:00,Atlanta Hawks,97.0,Dallas Mavericks,82.0
2017-01-08 00:00:00,Philadelphia 76ers,105.0,Brooklyn Nets,95.0
2017-01-08 02:00:00,Washington Wizards,107.0,Milwaukee Bucks,101.0
2017-01-08 03:30:00,Miami Heat,86.0,Los Angeles Clippers,98.0
2017-01-08 06:00:00,Houston Rockets,129.0,Toronto Raptors,122.0
2017-01-08 08:00:00,Utah Jazz,79.0,Memphis Grizzlies,88.0
2017-01-08 08:30:00,Cleveland Cavaliers,120.0,Phoenix Suns,116.0
2017-01-08 09:00:00,Golden State Warriors,117.0,Sacramento Kings,106.0
2017-01-08 09:00:00,Detroit Pistons,125.0,Portland Trail Blazers,124.0
2017-01-08 09:30:00,Orlando Magic,95.0,Los Angeles Lakers,111.0
2017-01-09 07:30:00,New Orleans Pelicans,110.0,New York Knicks,96.0
2017-01-09 08:00:00,Oklahoma City Thunder,109.0,Chicago Bulls,94.0
2017-01-09 08:00:00,Dallas Mavericks,92.0,Minnesota Timberwolves,101.0
2017-01-10 07:00:00,Chicago Bulls,99.0,Washington Wizards,101.0
2017-01-10 07:30:00,Atlanta Hawks,117.0,Brooklyn Nets,97.0
2017-01-10 07:30:00,Boston Celtics,106.0,Toronto Raptors,114.0
2017-01-10 08:00:00,Charlotte Hornets,114.0,Houston Rockets,121.0
2017-01-10 08:30:00,Milwaukee Bucks,109.0,San Antonio Spurs,107.0
2017-01-10 09:00:00,Cleveland Cavaliers,92.0,Utah Jazz,100.0
2017-01-10 10:30:00,Portland Trail Blazers,108.0,Los Angeles Lakers,87.0
2017-01-10 10:30:00,Detroit Pistons,94.0,Sacramento Kings,100.0
2017-01-10 10:30:00,Miami Heat,95.0,Golden State Warriors,107.0
2017-01-11 07:00:00,New York Knicks,97.0,Philadelphia 76ers,98.0
2017-01-11 08:00:00,Washington Wizards,108.0,Boston Celtics,117.0
2017-01-11 08:00:00,Houston Rockets,105.0,Minnesota Timberwolves,119.0
2017-01-11 08:00:00,Memphis Grizzlies,95.0,Oklahoma City Thunder,103.0
2017-01-11 10:30:00,Orlando Magic,96.0,Los Angeles Clippers,105.0
2017-01-11 10:30:00,Cleveland Cavaliers,86.0,Portland Trail Blazers,102.0
2017-01-12 03:00:00,Indiana Pacers,112.0,Denver Nuggets,140.0
2017-01-12 07:30:00,New Orleans Pelicans,104.0,Brooklyn Nets,95.0
2017-01-12 08:00:00,Chicago Bulls,89.0,New York Knicks,104.0
2017-01-12 08:30:00,Los Angeles Lakers,94.0,San Antonio Spurs,134.0
2017-01-12 10:00:00,Dallas Mavericks,113.0,Phoenix Suns,108.0
2017-01-12 10:30:00,Detroit Pistons,107.0,Golden State Warriors,127.0
2017-01-13 07:00:00,Charlotte Hornets,93.0,Philadelphia 76ers,102.0
2017-01-13 07:30:00,Brooklyn Nets,113.0,Toronto Raptors,132.0
2017-01-13 08:00:00,Oklahoma City Thunder,86.0,Minnesota Timberwolves,96.0
2017-01-13 08:00:00,Miami Heat,108.0,Milwaukee Bucks,116.0
2017-01-13 08:00:00,Boston Celtics,103.0,Atlanta Hawks,101.0
2017-01-13 08:00:00,Memphis Grizzlies,110.0,Houston Rockets,105.0
2017-01-13 10:00:00,Orlando Magic,115.0,Portland Trail Blazers,109.0
2017-01-13 10:30:00,Cleveland Cavaliers,120.0,Sacramento Kings,108.0
2017-01-13 10:30:00,Detroit Pistons,77.0,Utah Jazz,110.0
2017-01-14 03:30:00,Los Angeles Lakers,97.0,Los Angeles Clippers,113.0
2017-01-14 05:00:00,New Orleans Pelicans,99.0,Chicago Bulls,107.0
2017-01-14 06:00:00,San Antonio Spurs,105.0,Phoenix Suns,108.0
2017-01-14 08:00:00,Philadelphia 76ers,93.0,Washington Wizards,109.0
2017-01-14 09:00:00,Orlando Magic,107.0,Utah Jazz,114.0
2017-01-15 02:00:00,Minnesota Timberwolves,87.0,Dallas Mavericks,98.0
2017-01-15 03:00:00,Milwaukee Bucks,98.0,Atlanta Hawks,111.0
2017-01-15 03:00:00,New York Knicks,101.0,Toronto Raptors,116.0
2017-01-15 06:00:00,Houston Rockets,137.0,Brooklyn Nets,112.0
2017-01-15 09:00:00,Chicago Bulls,108.0,Memphis Grizzlies,104.0
2017-01-15 09:00:00,Oklahoma City Thunder,122.0,Sacramento Kings,118.0
2017-01-15 09:30:00,Detroit Pistons,102.0,Los Angeles Lakers,97.0
2017-01-16 01:00:00,Atlanta Hawks,108.0,New York Knicks,107.0
2017-01-16 02:00:00,Portland Trail Blazers,101.0,Washington Wizards,120.0
2017-01-16 03:30:00,Philadelphia 76ers,113.0,Milwaukee Bucks,104.0
2017-01-16 04:00:00,New Orleans Pelicans,95.0,Indiana Pacers,98.0
2017-01-16 05:00:00,Orlando Magic,112.0,Denver Nuggets,125.0
2017-01-16 07:30:00,Charlotte Hornets,98.0,Boston Celtics,108.0
2017-01-16 08:00:00,Cleveland Cavaliers,91.0,Golden State Warriors,126.0
2017-01-16 09:00:00,Utah Jazz,106.0,Phoenix Suns,101.0
2017-01-16 10:30:00,Oklahoma City Thunder,98.0,Los Angeles Clippers,120.0
2017-01-17 07:30:00,Toronto Raptors,119.0,Brooklyn Nets,109.0
2017-01-17 07:30:00,Houston Rockets,103.0,Miami Heat,109.0
2017-01-17 08:00:00,Dallas Mavericks,99.0,Chicago Bulls,98.0
2017-01-17 08:30:00,Minnesota Timberwolves,114.0,San Antonio Spurs,122.0
2017-01-17 10:30:00,Denver Nuggets,127.0,Los Angeles Lakers,121.0
2017-01-18 07:00:00,Toronto Raptors,89.0,Philadelphia 76ers,94.0
2017-01-18 07:00:00,Memphis Grizzlies,101.0,Washington Wizards,104.0
2017-01-18 07:00:00,Portland Trail Blazers,85.0,Charlotte Hornets,107.0
2017-01-18 07:30:00,New York Knicks,117.0,Boston Celtics,106.0
2017-01-18 08:00:00,Atlanta Hawks,95.0,Detroit Pistons,118.0
2017-01-18 08:00:00,Milwaukee Bucks,92.0,Houston Rockets,111.0
2017-01-18 08:00:00,Orlando Magic,98.0,New Orleans Pelicans,118.0
2017-01-18 10:30:00,Oklahoma City Thunder,100.0,Golden State Warriors,121.0
2017-01-18 10:30:00,Indiana Pacers,106.0,Sacramento Kings,100.0
2017-01-19 07:00:00,Phoenix Suns,103.0,Cleveland Cavaliers,118.0
2017-01-19 07:30:00,Dallas Mavericks,95.0,Miami Heat,99.0
2017-01-19 08:00:00,Washington Wizards,113.0,New York Knicks,110.0
2017-01-19 08:30:00,Denver Nuggets,104.0,San Antonio Spurs,118.0
2017-01-19 10:30:00,Minnesota Timberwolves,104.0,Los Angeles Clippers,101.0
2017-01-20 07:00:00,Portland Trail Blazers,92.0,Philadelphia 76ers,93.0
2017-01-20 07:00:00,Toronto Raptors,78.0,Charlotte Hornets,113.0
2017-01-20 07:00:00,Milwaukee Bucks,96.0,Orlando Magic,112.0
2017-01-20 08:00:00,Brooklyn Nets,143.0,New Orleans Pelicans,114.0
2017-01-20 08:00:00,Sacramento Kings,91.0,Memphis Grizzlies,107.0
2017-01-20 08:00:00,Chicago Bulls,93.0,Atlanta Hawks,102.0
2017-01-20 08:00:00,Golden State Warriors,125.0,Houston Rockets,108.0
2017-01-20 08:30:00,Utah Jazz,112.0,Dallas Mavericks,107.0
2017-01-20 10:30:00,Indiana Pacers,95.0,Los Angeles Lakers,108.0
2017-01-21 05:00:00,Portland Trail Blazers,127.0,Boston Celtics,123.0
2017-01-21 06:00:00,Washington Wizards,112.0,Detroit Pistons,113.0
2017-01-21 07:00:00,Brooklyn Nets,105.0,Charlotte Hornets,112.0
2017-01-21 07:00:00,Philadelphia 76ers,93.0,Atlanta Hawks,110.0
2017-01-21 07:30:00,Phoenix Suns,107.0,New York Knicks,105.0
2017-01-21 07:30:00,Milwaukee Bucks,97.0,Miami Heat,109.0
2017-01-21 08:00:00,Houston Rockets,119.0,Memphis Grizzlies,95.0
2017-01-21 08:30:00,San Antonio Spurs,118.0,Cleveland Cavaliers,115.0
2017-01-21 09:00:00,Indiana Pacers,100.0,Utah Jazz,109.0
2017-01-21 09:00:00,Los Angeles Clippers,98.0,Denver Nuggets,123.0
2017-01-21 09:00:00,Sacramento Kings,99.0,Chicago Bulls,102.0
2017-01-22 00:00:00,Golden State Warriors,118.0,Orlando Magic,98.0
2017-01-22 03:30:00,Los Angeles Lakers,73.0,Dallas Mavericks,122.0
2017-01-22 06:00:00,Phoenix Suns,115.0,Toronto Raptors,103.0
2017-01-22 07:00:00,Denver Nuggets,108.0,Minnesota Timberwolves,111.0
2017-01-23 07:00:00,Washington Wizards,109.0,Charlotte Hornets,99.0
2017-01-23 07:30:00,Sacramento Kings,109.0,Detroit Pistons,104.0
2017-01-23 07:30:00,Golden State Warriors,102.0,Miami Heat,105.0
2017-01-23 07:30:00,San Antonio Spurs,112.0,Brooklyn Nets,86.0
2017-01-23 07:30:00,Los Angeles Clippers,115.0,Atlanta Hawks,105.0
2017-01-23 08:00:00,New York Knicks,109.0,Indiana Pacers,103.0
2017-01-23 08:00:00,Houston Rockets,114.0,Milwaukee Bucks,127.0
2017-01-23 08:00:00,Cleveland Cavaliers,122.0,New Orleans Pelicans,124.0
2017-01-23 09:00:00,Oklahoma City Thunder,97.0,Utah Jazz,95.0
2017-01-24 07:00:00,San Antonio Spurs,108.0,Toronto Raptors,106.0
2017-01-24 07:00:00,Chicago Bulls,100.0,Orlando Magic,92.0
2017-01-24 07:00:00,Los Angeles Clippers,110.0,Philadelphia 76ers,121.0
2017-01-24 07:00:00,Boston Celtics,108.0,Washington Wizards,123.0
2017-01-24 09:00:00,Minnesota Timberwolves,112.0,Phoenix Suns,111.0
2017-01-24 09:00:00,Utah Jazz,93.0,Denver Nuggets,103.0
2017-01-25 07:00:00,Sacramento Kings,116.0,Cleveland Cavaliers,112.0
2017-01-25 07:30:00,Houston Rockets,109.0,Boston Celtics,120.0
2017-01-25 07:30:00,Miami Heat,109.0,Brooklyn Nets,106.0
2017-01-25 08:00:00,Atlanta Hawks,119.0,Chicago Bulls,114.0
2017-01-25 08:00:00,Golden State Warriors,113.0,Charlotte Hornets,103.0
2017-01-25 08:00:00,Toronto Raptors,99.0,Memphis Grizzlies,101.0
2017-01-25 08:00:00,Philadelphia 76ers,114.0,Milwaukee Bucks,109.0
2017-01-25 08:00:00,Oklahoma City Thunder,114.0,New Orleans Pelicans,105.0
2017-01-25 08:30:00,New York Knicks,95.0,Dallas Mavericks,103.0
2017-01-25 10:30:00,Los Angeles Lakers,98.0,Portland Trail Blazers,105.0
2017-01-26 08:00:00,Indiana Pacers,109.0,Minnesota Timberwolves,103.0
2017-01-26 08:00:00,Dallas Mavericks,98.0,Oklahoma City Thunder,109.0
2017-01-26 09:00:00,Phoenix Suns,120.0,Denver Nuggets,127.0
